id,value
16407,98608.52110674421
16408,91915.3649483591
16409,88550.16660086042
16410,95927.18008503271
16411,97328.74113421315
16412,98493.08326809581
16413,99446.44056231533
16414,98269.4144454292
16415,91518.5976369213
16416,87835.95936307285
16417,95860.58541966543
16418,97781.64635804309
16419,98683.44233414941
16420,99473.0252655725
16421,97991.16749481054
16422,90855.3827003632
16423,86709.69204880275
16424,93014.37658370161
16425,94132.47746425634
16426,94514.39995753963
16427,94942.99114590016
16428,93381.64578977616
16429,86647.35321590494
16430,82936.59258137351
16431,88688.86608876211
16432,90368.49362956177
16433,91833.37992509932
16434,92893.36594266113
16435,91435.2691218629
16436,85016.50681810497
16437,81841.5920646986
16438,88150.36091560827
16439,90224.3220118187
16440,91368.98973369214
16441,92637.44313380423
16442,91343.7300097685
16443,84974.46298788802
16444,81701.78787544713
16445,87827.70532124967
16446,89980.0293432975
16447,90808.12736485455
16448,91895.67498648367
16449,90458.33497723972
16450,84058.915124789
16451,80821.31026761589
16452,86524.19741276151
16453,88616.8488847644
16454,89455.13488999443
16455,90633.80133084365
16456,89229.1639515277
16457,83033.06697138195
16458,80076.37834199653
16459,85652.55138129901
16460,87915.80266252058
16461,88946.16546745846
16462,90318.31988072538
16463,88946.29695698112
16464,82887.14234713122
16465,80087.23523544421
16466,85598.17124751958
16467,87985.83102697243
16468,88932.82688405286
16469,90326.98439733183
16470,88961.40904236322
16471,82954.8083648257
16472,80169.74441104982
16473,85478.22692791432
16474,87903.13726707269
16475,88759.91422846497
16476,90116.25920877737
16477,88723.4198494103
16478,82785.66731858157
16479,80091.4379022592
16480,85226.01628341107
16481,87684.91137912411
16482,88558.97366329204
16483,89972.76916106412
16484,88598.3716523134
16485,82769.13747947078
16486,80203.57735732957
16487,85216.42371317107
16488,87729.41497092538
16489,88628.4836720017
16490,90090.76790692464
16491,88720.82814219706
16492,82973.46896122232
16493,80484.90234326948
16494,85360.40109272479
16495,87905.63729821
16496,88776.45607813461
16497,90232.13017596962
16498,88852.576937637
16499,83169.14575635413
16500,80728.97921276497
16501,85452.3910695298
16502,88015.03527801363
16503,88867.78488178938
16504,90316.24105426058
16505,88933.50771257014
16506,83325.57755420776
16507,80954.51057372114
16508,85548.59580252873
16509,88127.97764656252
16510,88985.87892164823
16511,90447.17324008851
16512,89070.12307618406
16513,83540.02406728474
16514,81237.79043003207
16515,85711.7195872395
16516,88302.243405682
16517,89161.25823031068
16518,90624.71504827464
16519,89246.0849612871
16520,83784.20734443597
16521,81533.8484550838
16522,85882.78073560313
16523,88475.49479170659
16524,89328.2209386326
16525,90780.31567023051
16526,89397.82246268736
16527,84002.5995773326
16528,81798.83383232102
16529,86026.83658338131
16530,88619.09155020017
16531,89471.82256618082
